datetime,ALLSKY_SFC_SW_DWN,T2M,WS2M,RH2M,PRECTOTCORR
2019-06-20 07:00:00,1.25,32.38,1.44,45.19,0.49
2019-06-20 08:00:00,1.78,33.94,1.54,41.85,0.47
2019-06-20 09:00:00,2.6,35.31,1.66,39.05,0.62
2019-06-20 10:00:00,2.97,36.52,1.6,36.53,0.78
2019-06-20 11:00:00,3.18,37.62,1.41,34.14,1.49
2019-06-20 12:00:00,3.04,38.41,1.28,32.4,1.17
2019-06-20 13:00:00,2.44,38.88,1.37,31.14,0.51
2019-06-20 14:00:00,2.02,38.92,1.71,30.54,0.14
2019-06-20 15:00:00,1.48,38.36,2.03,30.99,0.05
2019-06-20 16:00:00,0.81,37.59,2.21,32.11,0.04
2019-06-20 17:00:00,0.29,36.6,2.19,33.88,0.02
2019-06-20 18:00:00,0.02,35.18,1.33,39.12,0.01
2019-06-20 19:00:00,0.0,34.33,1.35,41.67,0.01
2019-06-20 20:00:00,0.0,33.78,1.5,42.8,0.01
2019-06-20 21:00:00,0.0,33.31,1.72,43.78,0.0
2019-06-20 22:00:00,0.0,32.91,2.06,44.69,0.01
2019-06-20 23:00:00,0.0,32.47,2.25,45.87,0.02
2019-06-21 00:00:00,0.0,32.04,2.2,47.12,0.05
2019-06-21 01:00:00,0.0,31.59,1.91,48.5,0.11
2019-06-21 02:00:00,0.0,31.16,1.55,49.9,0.1
2019-06-21 03:00:00,0.0,30.82,1.32,50.92,0.07
2019-06-21 04:00:00,0.0,30.48,1.09,51.82,0.04
2019-06-21 05:00:00,0.15,31.31,1.86,48.97,0.01
2019-06-21 06:00:00,0.44,33.34,1.53,41.9,0.0
2019-06-21 07:00:00,0.96,34.99,1.17,38.0,0.0
2019-06-21 08:00:00,1.56,36.73,1.09,34.84,0.0
2019-06-21 09:00:00,1.76,38.25,1.09,32.5,0.01
2019-06-21 10:00:00,2.41,39.33,1.05,30.91,0.01
2019-06-21 11:00:00,2.21,39.93,1.01,30.01,0.03
2019-06-21 12:00:00,2.27,40.39,0.89,29.36,0.11
2019-06-21 13:00:00,2.12,40.6,0.82,29.09,0.37
2019-06-21 14:00:00,1.34,40.6,0.72,29.06,0.46
2019-06-21 15:00:00,0.84,40.35,0.51,29.31,0.41
2019-06-21 16:00:00,0.47,39.77,0.25,30.11,0.42
2019-06-21 17:00:00,0.18,39.01,0.22,31.37,0.31
2019-06-21 18:00:00,0.01,38.06,0.35,35.38,0.03
2019-06-21 19:00:00,0.0,37.22,0.39,39.55,0.02
2019-06-21 20:00:00,0.0,36.66,0.42,40.65,0.02
2019-06-21 21:00:00,0.0,36.16,0.45,40.86,0.02
2019-06-21 22:00:00,0.0,35.68,0.47,41.02,0.05
2019-06-21 23:00:00,0.0,35.16,0.48,41.48,0.24
2019-06-22 00:00:00,0.0,34.6,0.49,42.97,0.49
2019-06-22 01:00:00,0.0,34.11,0.55,44.03,0.57
2019-06-22 02:00:00,0.0,33.64,0.79,45.85,1.01
2019-06-22 03:00:00,0.0,33.26,1.42,46.24,1.21
2019-06-22 04:00:00,0.0,32.87,2.39,47.89,2.67
2019-06-22 05:00:00,0.16,33.21,3.82,48.64,6.2
2019-06-22 06:00:00,0.49,34.32,4.73,46.76,8.18
2019-06-22 07:00:00,0.97,35.31,4.91,44.94,15.76
2019-06-22 08:00:00,1.56,36.18,4.71,43.47,11.74
2019-06-22 09:00:00,2.23,36.91,4.6,42.32,9.99
2019-06-22 10:00:00,2.64,37.51,4.64,41.24,9.89
2019-06-22 11:00:00,3.01,38.03,4.65,40.17,10.08
2019-06-22 12:00:00,2.69,38.24,4.51,39.59,7.25
2019-06-22 13:00:00,2.32,38.45,4.25,38.75,5.12
2019-06-22 14:00:00,2.03,38.36,4.0,38.43,2.07
2019-06-22 15:00:00,1.47,37.78,3.97,39.29,0.68
2019-06-22 16:00:00,0.82,36.66,4.11,41.63,0.2
2019-06-22 17:00:00,0.3,35.3,4.16,44.95,0.06
2019-06-22 18:00:00,0.02,33.95,3.73,48.91,0.01
2019-06-22 19:00:00,0.0,33.11,3.43,51.93,0.02
2019-06-22 20:00:00,0.0,32.45,3.35,54.37,0.05
2019-06-22 21:00:00,0.0,31.86,3.21,56.51,0.09
2019-06-22 22:00:00,0.0,31.27,3.03,58.71,0.22
2019-06-22 23:00:00,0.0,30.82,2.98,60.15,0.9
2019-06-23 00:00:00,0.0,30.35,2.93,61.71,5.05
2019-06-23 01:00:00,0.0,29.81,2.93,63.88,14.97
2019-06-23 02:00:00,0.0,29.15,2.6,67.3,26.92
2019-06-23 03:00:00,0.0,28.39,2.17,72.81,37.96
2019-06-23 04:00:00,0.0,27.82,1.83,78.0,34.97
2019-06-23 05:00:00,0.09,28.13,2.38,75.58,33.4
2019-06-23 06:00:00,0.25,29.27,2.64,69.02,29.21
2019-06-23 07:00:00,0.5,30.39,2.57,64.66,23.18
2019-06-23 08:00:00,0.65,31.29,2.12,63.06,27.03
2019-06-23 09:00:00,0.82,32.06,1.45,62.03,27.31
2019-06-23 10:00:00,1.03,33.08,0.8,59.74,34.75
2019-06-23 11:00:00,1.32,34.01,1.25,56.53,31.91
2019-06-23 12:00:00,1.45,34.84,2.23,53.81,32.8
2019-06-23 13:00:00,1.86,35.27,3.31,52.38,26.65
2019-06-23 14:00:00,1.32,34.92,3.9,53.17,16.48
2019-06-23 15:00:00,0.92,34.41,4.02,54.67,10.77
2019-06-23 16:00:00,0.53,33.87,3.8,55.99,5.88
2019-06-23 17:00:00,0.19,33.01,2.81,59.92,1.88
2019-06-23 18:00:00,0.01,31.73,1.56,69.26,0.73
2019-06-23 19:00:00,0.0,31.39,1.29,70.55,0.44
2019-06-23 20:00:00,0.0,31.17,1.51,69.83,0.34
2019-06-23 21:00:00,0.0,30.99,2.25,68.67,0.18
2019-06-23 22:00:00,0.0,30.82,3.18,68.56,0.1
2019-06-23 23:00:00,0.0,30.53,3.51,69.79,0.08
2019-06-24 00:00:00,0.0,30.34,3.52,70.75,0.09
2019-06-24 01:00:00,0.0,30.21,3.37,71.56,0.16
2019-06-24 02:00:00,0.0,30.07,3.24,72.33,0.14
2019-06-24 03:00:00,0.0,29.88,2.99,73.32,0.1
2019-06-24 04:00:00,0.0,29.65,2.77,74.36,0.04
2019-06-24 05:00:00,0.17,30.23,3.23,71.79,0.03
2019-06-24 06:00:00,0.5,32.62,3.97,59.08,0.07
2019-06-24 07:00:00,1.07,34.8,4.4,49.25,0.3
2019-06-24 08:00:00,2.0,36.46,4.14,44.04,3.29
2019-06-24 09:00:00,2.62,37.71,3.88,40.95,3.38
2019-06-24 10:00:00,2.99,38.64,3.69,38.91,3.14
2019-06-24 11:00:00,2.74,39.25,3.57,37.61,4.18
2019-06-24 12:00:00,2.38,39.69,3.43,36.7,4.31
2019-06-24 13:00:00,2.21,39.78,3.19,36.39,4.43
2019-06-24 14:00:00,1.95,39.42,2.98,36.83,4.18
2019-06-24 15:00:00,1.46,39.07,2.72,37.29,3.69
2019-06-24 16:00:00,0.79,38.5,2.42,38.28,2.82
2019-06-24 17:00:00,0.29,37.57,1.87,41.01,0.34
2019-06-24 18:00:00,0.02,35.88,0.84,50.73,0.01
2019-06-24 19:00:00,0.0,35.15,0.76,53.16,0.0
2019-06-24 20:00:00,0.0,34.63,0.74,54.49,0.0
2019-06-24 21:00:00,0.0,34.24,0.69,55.74,0.0
2019-06-24 22:00:00,0.0,33.91,0.64,56.64,0.0
2019-06-24 23:00:00,0.0,33.6,0.58,57.66,0.0
2019-06-25 00:00:00,0.0,33.3,0.52,59.0,0.0
2019-06-25 01:00:00,0.0,33.09,0.47,58.71,0.0
2019-06-25 02:00:00,0.0,32.84,0.42,59.42,0.0
2019-06-25 03:00:00,0.0,32.57,0.4,60.67,0.0
2019-06-25 04:00:00,0.0,32.24,0.37,62.64,0.0
2019-06-25 05:00:00,0.14,32.88,0.7,56.59,0.0
2019-06-25 06:00:00,0.45,34.44,1.63,48.5,1.33
2019-06-25 07:00:00,1.1,35.69,2.27,45.3,2.67
2019-06-25 08:00:00,1.83,36.89,2.48,42.86,5.05
2019-06-25 09:00:00,2.1,38.31,2.55,40.09,6.53
2019-06-25 10:00:00,2.56,39.35,2.59,38.04,8.14
2019-06-25 11:00:00,2.29,40.11,2.67,36.49,9.54
2019-06-25 12:00:00,2.04,40.75,2.74,35.15,8.43
2019-06-25 13:00:00,2.13,41.21,2.85,34.12,5.79
2019-06-25 14:00:00,1.38,41.15,2.79,33.95,3.49
2019-06-25 15:00:00,0.97,40.67,2.7,34.52,1.64
2019-06-25 16:00:00,0.6,39.87,2.62,35.76,0.6
2019-06-25 17:00:00,0.24,38.66,2.04,39.2,0.07
2019-06-25 18:00:00,0.01,36.64,0.91,50.38,0.01
2019-06-25 19:00:00,0.0,35.89,0.8,52.16,0.02
2019-06-25 20:00:00,0.0,35.49,0.72,53.2,0.05
2019-06-25 21:00:00,0.0,35.3,0.67,53.36,0.13
2019-06-25 22:00:00,0.0,35.21,0.62,52.51,0.4
2019-06-25 23:00:00,0.0,35.04,0.55,52.13,1.23
2019-06-26 00:00:00,0.0,34.67,0.56,53.16,2.34
2019-06-26 01:00:00,0.0,34.08,0.63,55.73,3.14
2019-06-26 02:00:00,0.0,33.39,0.69,58.63,3.49
2019-06-26 03:00:00,0.0,32.68,0.76,60.75,3.59
2019-06-26 04:00:00,0.0,32.15,0.86,61.74,3.19
2019-06-26 05:00:00,0.17,33.23,1.57,56.94,2.39
2019-06-26 06:00:00,0.48,35.35,2.78,46.79,8.24
2019-06-26 07:00:00,0.74,37.06,3.52,41.76,12.35
2019-06-26 08:00:00,1.52,38.32,3.81,38.96,4.88
2019-06-26 09:00:00,2.31,39.53,3.88,36.58,6.31
2019-06-26 10:00:00,2.58,40.52,3.92,34.8,7.85
2019-06-26 11:00:00,2.76,41.25,4.01,33.45,8.23
2019-06-26 12:00:00,2.9,41.69,4.11,32.73,8.48
2019-06-26 13:00:00,2.58,41.74,4.17,32.71,7.24
2019-06-26 14:00:00,1.8,41.37,4.13,33.23,6.23
2019-06-26 15:00:00,1.02,40.75,3.96,34.1,4.71
2019-06-26 16:00:00,0.59,39.85,3.61,35.58,2.89
2019-06-26 17:00:00,0.22,38.36,2.38,40.86,1.47
2019-06-26 18:00:00,0.02,36.26,1.45,50.53,1.28
2019-06-26 19:00:00,0.0,35.47,1.53,52.27,0.64
2019-06-26 20:00:00,0.0,35.0,1.88,52.0,0.09
2019-06-26 21:00:00,0.0,34.61,2.33,51.5,0.0
2019-06-26 22:00:00,0.0,34.26,2.66,51.66,0.08
2019-06-26 23:00:00,0.0,33.95,2.92,52.2,0.3
2019-06-27 00:00:00,0.0,33.52,3.01,53.45,1.5
2019-06-27 01:00:00,0.0,33.07,3.09,54.94,1.86
2019-06-27 02:00:00,0.0,32.57,2.95,56.77,2.71
2019-06-27 03:00:00,0.0,32.11,2.88,58.32,1.3
2019-06-27 04:00:00,0.0,31.8,3.05,59.03,0.74
2019-06-27 05:00:00,0.2,32.15,3.66,57.56,0.49
2019-06-27 06:00:00,0.58,34.02,4.31,50.71,0.4
2019-06-27 07:00:00,1.19,36.62,5.14,41.02,1.47
2019-06-27 08:00:00,1.83,38.78,4.86,34.2,0.0
2019-06-27 09:00:00,2.58,40.73,4.14,29.08,0.0
2019-06-27 10:00:00,3.07,42.26,3.58,25.3,0.0
2019-06-27 11:00:00,3.07,43.32,3.3,22.06,0.0
2019-06-27 12:00:00,3.01,44.03,3.15,19.7,0.0
2019-06-27 13:00:00,2.59,44.36,3.02,18.3,0.0
2019-06-27 14:00:00,2.1,44.26,3.05,17.67,0.0
2019-06-27 15:00:00,1.53,43.84,3.11,17.45,0.0
2019-06-27 16:00:00,0.84,42.99,2.97,17.96,0.0
2019-06-27 17:00:00,0.3,40.62,1.45,26.36,0.0
2019-06-27 18:00:00,0.02,37.48,1.11,34.96,0.0
2019-06-27 19:00:00,0.0,36.32,1.21,36.29,0.0
2019-06-27 20:00:00,0.0,35.52,1.3,37.27,0.0
2019-06-27 21:00:00,0.0,34.73,1.48,38.67,0.0
2019-06-27 22:00:00,0.0,33.96,1.79,41.06,0.0
2019-06-27 23:00:00,0.0,33.4,2.24,45.47,0.0
2019-06-28 00:00:00,0.0,33.11,2.81,50.58,0.0
2019-06-28 01:00:00,0.0,32.76,3.01,55.28,0.0
2019-06-28 02:00:00,0.0,32.36,2.84,58.56,0.0
2019-06-28 03:00:00,0.0,31.92,2.51,60.99,0.0
2019-06-28 04:00:00,0.0,31.47,2.18,62.96,0.0
2019-06-28 05:00:00,0.21,32.14,2.95,60.68,0.0
2019-06-28 06:00:00,0.63,34.08,2.97,52.69,0.0
2019-06-28 07:00:00,1.24,36.97,2.68,40.63,0.0
2019-06-28 08:00:00,2.09,39.98,2.87,29.94,0.0
2019-06-28 09:00:00,2.71,41.79,3.35,25.59,0.0
2019-06-28 10:00:00,3.07,43.05,3.86,22.83,0.0
2019-06-28 11:00:00,3.26,43.99,4.21,20.43,0.0
2019-06-28 12:00:00,3.21,44.55,4.32,18.88,0.0
2019-06-28 13:00:00,2.88,44.73,4.27,18.3,0.0
2019-06-28 14:00:00,2.39,44.48,4.14,18.33,0.0
2019-06-28 15:00:00,1.71,43.86,3.97,18.77,0.0
2019-06-28 16:00:00,1.01,42.89,3.66,19.78,0.0
2019-06-28 17:00:00,0.37,41.03,2.28,23.92,0.0
2019-06-28 18:00:00,0.02,37.64,1.2,34.09,0.0
2019-06-28 19:00:00,0.0,36.39,1.25,36.03,0.0
2019-06-28 20:00:00,0.0,35.5,1.38,37.0,0.0
2019-06-28 21:00:00,0.0,34.73,1.59,38.19,0.0
2019-06-28 22:00:00,0.0,34.02,2.07,40.35,0.0
2019-06-28 23:00:00,0.0,33.51,2.99,44.64,0.0
2019-06-29 00:00:00,0.0,33.2,4.05,50.72,0.0
2019-06-29 01:00:00,0.0,32.8,4.38,55.48,0.0
2019-06-29 02:00:00,0.0,32.39,4.24,57.84,0.0
2019-06-29 03:00:00,0.0,32.1,4.25,59.16,0.0
2019-06-29 04:00:00,0.0,31.84,3.88,60.1,0.0
2019-06-29 05:00:00,0.24,32.24,4.08,58.64,0.0
2019-06-29 06:00:00,0.74,34.01,4.64,51.84,0.0
2019-06-29 07:00:00,1.41,36.47,4.32,43.43,0.0
2019-06-29 08:00:00,2.23,38.86,3.47,36.55,9.63
2019-06-29 09:00:00,2.84,40.67,2.67,31.94,3.59
2019-06-29 10:00:00,3.19,42.03,2.19,28.48,1.28
2019-06-29 11:00:00,3.18,42.91,2.0,26.03,0.04
2019-06-29 12:00:00,2.69,43.51,2.03,24.08,0.0
2019-06-29 13:00:00,2.33,43.81,2.2,22.71,0.0
2019-06-29 14:00:00,1.77,43.72,2.48,21.86,0.0
2019-06-29 15:00:00,1.27,43.26,2.71,21.58,0.0
2019-06-29 16:00:00,0.7,42.33,2.69,22.25,0.0
2019-06-29 17:00:00,0.28,40.69,1.59,27.22,0.0
2019-06-29 18:00:00,0.02,38.1,0.91,37.5,0.0
2019-06-29 19:00:00,0.0,36.96,0.94,39.56,0.0
2019-06-29 20:00:00,0.0,36.18,0.99,40.9,0.0
2019-06-29 21:00:00,0.0,35.43,1.08,42.16,0.0
2019-06-29 22:00:00,0.0,34.87,1.21,42.93,0.0
2019-06-29 23:00:00,0.0,34.39,1.27,43.81,0.02
2019-06-30 00:00:00,0.0,34.16,1.19,44.94,0.33
2019-06-30 01:00:00,0.0,33.79,0.94,47.31,2.96
2019-06-30 02:00:00,0.0,33.3,0.59,50.98,14.84
2019-06-30 03:00:00,0.0,32.92,0.32,54.55,9.57
2019-06-30 04:00:00,0.0,32.53,0.16,58.3,8.45
2019-06-30 05:00:00,0.15,32.96,0.44,53.71,12.15
2019-06-30 06:00:00,0.42,34.45,0.67,47.04,5.53
2019-06-30 07:00:00,0.61,35.96,0.74,43.22,17.92
2019-06-30 08:00:00,1.03,37.33,0.45,40.06,0.08
2019-06-30 09:00:00,1.68,38.54,0.41,36.75,0.14
2019-06-30 10:00:00,2.44,39.78,0.67,33.86,0.09
2019-06-30 11:00:00,2.66,40.86,0.95,31.61,0.18
2019-06-30 12:00:00,2.72,41.65,1.1,29.91,0.07
2019-06-30 13:00:00,2.58,42.13,1.24,28.74,0.08
2019-06-30 14:00:00,2.09,41.75,1.08,28.83,0.03
2019-06-30 15:00:00,1.52,40.98,0.86,29.7,0.03
2019-06-30 16:00:00,0.79,40.17,0.86,30.96,0.04
2019-06-30 17:00:00,0.28,39.31,0.73,34.47,0.02
2019-06-30 18:00:00,0.02,37.78,0.63,43.64,0.01
2019-06-30 19:00:00,0.0,36.79,0.75,45.96,0.02
2019-06-30 20:00:00,0.0,36.08,0.88,46.15,0.04
2019-06-30 21:00:00,0.0,35.41,0.93,46.86,0.04
2019-06-30 22:00:00,0.0,34.77,0.88,48.55,0.06
2019-06-30 23:00:00,0.0,34.23,0.74,50.23,0.18
2019-07-01 00:00:00,0.0,33.72,0.65,52.52,0.62
2019-07-01 01:00:00,0.0,33.31,0.89,54.44,0.81
2019-07-01 02:00:00,0.0,32.7,1.26,55.48,0.41
2019-07-01 03:00:00,0.0,32.0,1.43,57.54,0.52
2019-07-01 04:00:00,0.0,31.28,1.82,60.2,0.86
2019-07-01 05:00:00,0.15,30.95,2.25,61.36,0.29
2019-07-01 06:00:00,0.51,31.36,2.14,58.58,0.13
2019-07-01 07:00:00,1.01,32.45,1.28,52.64,0.24
2019-07-01 08:00:00,1.64,34.31,0.44,45.66,3.29
2019-07-01 09:00:00,2.35,36.05,0.17,41.48,6.37
2019-07-01 10:00:00,2.7,37.28,0.17,39.22,12.61
2019-07-01 11:00:00,2.77,37.94,0.23,38.35,18.14
2019-07-01 12:00:00,2.53,38.71,0.27,37.55,21.04
2019-07-01 13:00:00,2.38,39.03,0.61,37.57,16.23
2019-07-01 14:00:00,1.9,38.93,0.96,38.12,10.15
2019-07-01 15:00:00,1.31,38.7,1.26,38.76,8.18
2019-07-01 16:00:00,0.72,38.02,1.45,40.44,5.86
2019-07-01 17:00:00,0.25,37.05,1.14,45.35,2.47
2019-07-01 18:00:00,0.02,35.92,0.81,52.31,0.33
2019-07-01 19:00:00,0.0,35.09,0.59,58.45,0.44
2019-07-01 20:00:00,0.0,34.66,0.56,59.43,0.44
2019-07-01 21:00:00,0.0,34.29,0.51,60.71,0.5
2019-07-01 22:00:00,0.0,34.0,0.41,61.93,0.61
2019-07-01 23:00:00,0.0,33.76,0.32,61.89,0.7
2019-07-02 00:00:00,0.0,33.45,0.34,62.35,1.32
2019-07-02 01:00:00,0.0,33.03,0.42,64.0,2.15
2019-07-02 02:00:00,0.0,32.74,0.47,63.96,0.86
2019-07-02 03:00:00,0.0,32.56,0.5,63.59,0.07
2019-07-02 04:00:00,0.0,32.38,0.61,63.78,0.02
2019-07-02 05:00:00,0.17,32.78,1.13,60.34,0.07
2019-07-02 06:00:00,0.56,34.13,1.82,53.9,2.81
2019-07-02 07:00:00,1.05,36.1,2.86,46.86,20.27
2019-07-02 08:00:00,1.75,37.26,3.33,43.93,10.64
2019-07-02 09:00:00,2.13,38.07,3.56,42.16,14.49
2019-07-02 10:00:00,2.45,38.4,3.8,41.52,15.69
2019-07-02 11:00:00,2.47,38.45,3.96,41.52,13.62
2019-07-02 12:00:00,2.22,38.19,4.07,42.1,10.7
2019-07-02 13:00:00,1.07,37.9,4.03,42.89,9.26
2019-07-02 14:00:00,1.34,37.21,3.71,44.95,9.28
2019-07-02 15:00:00,0.96,36.45,3.32,47.33,7.86
2019-07-02 16:00:00,0.57,35.6,2.96,50.15,7.36
2019-07-02 17:00:00,0.23,34.48,2.12,56.14,5.2
2019-07-02 18:00:00,0.02,33.11,1.44,64.41,2.47
2019-07-02 19:00:00,0.0,32.53,1.53,65.95,1.81
2019-07-02 20:00:00,0.0,32.23,1.83,66.07,2.26
2019-07-02 21:00:00,0.0,31.97,2.23,66.07,2.88
2019-07-02 22:00:00,0.0,31.68,2.53,66.42,3.17
2019-07-02 23:00:00,0.0,31.36,2.65,67.01,4.49
2019-07-03 00:00:00,0.0,30.98,2.72,67.99,5.37
2019-07-03 01:00:00,0.0,30.62,2.7,68.96,4.45
2019-07-03 02:00:00,0.0,30.33,2.74,69.6,1.94
2019-07-03 03:00:00,0.0,30.09,2.55,70.01,0.35
2019-07-03 04:00:00,0.0,29.94,2.41,70.15,0.12
2019-07-03 05:00:00,0.2,30.58,3.17,67.61,0.58
2019-07-03 06:00:00,0.64,32.05,4.52,62.92,3.77
2019-07-03 07:00:00,1.25,33.39,5.57,57.98,3.28
2019-07-03 08:00:00,1.68,35.07,6.1,51.53,0.78
2019-07-03 09:00:00,1.8,36.65,6.5,45.67,0.78
2019-07-03 10:00:00,2.04,37.94,6.71,41.06,0.73
2019-07-03 11:00:00,1.97,39.03,6.75,38.04,0.67
2019-07-03 12:00:00,1.9,39.78,6.61,36.44,0.61
2019-07-03 13:00:00,2.14,40.28,6.37,35.41,0.42
2019-07-03 14:00:00,1.71,40.37,6.03,34.93,0.38
2019-07-03 15:00:00,1.28,40.01,5.57,35.28,0.32
2019-07-03 16:00:00,0.77,39.02,4.98,37.14,0.22
2019-07-03 17:00:00,0.28,37.84,4.19,40.03,0.09
2019-07-03 18:00:00,0.02,36.28,2.9,45.15,0.04
2019-07-03 19:00:00,0.0,35.48,2.76,48.09,0.04
2019-07-03 20:00:00,0.0,34.92,2.68,50.18,0.03
2019-07-03 21:00:00,0.0,34.35,2.51,52.28,0.03
2019-07-03 22:00:00,0.0,33.85,2.34,54.01,0.04
2019-07-03 23:00:00,0.0,33.36,2.23,55.6,0.02
2019-07-04 00:00:00,0.0,32.92,2.2,56.83,0.01
2019-07-04 01:00:00,0.0,32.51,2.15,57.91,0.01
2019-07-04 02:00:00,0.0,32.12,2.08,58.95,0.02
2019-07-04 03:00:00,0.0,31.7,1.95,60.14,0.02
2019-07-04 04:00:00,0.0,31.39,1.92,61.1,0.01
2019-07-04 05:00:00,0.19,32.21,2.96,58.41,0.09
2019-07-04 06:00:00,0.68,33.79,3.82,53.76,0.61
2019-07-04 07:00:00,1.51,35.14,4.05,49.71,0.27
2019-07-04 08:00:00,2.18,36.56,4.2,45.72,0.41
2019-07-04 09:00:00,2.34,37.93,4.23,42.26,0.51
2019-07-04 10:00:00,2.53,39.18,4.18,39.31,1.04
2019-07-04 11:00:00,2.51,40.21,4.1,37.01,1.54
2019-07-04 12:00:00,2.37,40.85,3.92,35.46,2.08
2019-07-04 13:00:00,2.39,41.15,3.7,34.66,2.3
2019-07-04 14:00:00,2.14,41.02,3.42,34.56,2.07
2019-07-04 15:00:00,1.57,40.19,3.12,35.87,2.07
2019-07-04 16:00:00,0.89,39.18,2.86,37.83,1.63
2019-07-04 17:00:00,0.33,38.02,2.48,40.52,0.54
2019-07-04 18:00:00,0.02,36.44,1.19,47.7,0.06
2019-07-04 19:00:00,0.0,35.63,1.04,51.03,0.04
2019-07-04 20:00:00,0.0,35.07,1.22,52.24,0.02
2019-07-04 21:00:00,0.0,34.62,1.54,53.22,0.02
2019-07-04 22:00:00,0.0,34.18,1.82,54.68,0.17
2019-07-04 23:00:00,0.0,33.71,1.87,56.74,0.73
2019-07-05 00:00:00,0.0,33.22,1.72,58.91,0.43
2019-07-05 01:00:00,0.0,32.8,1.49,60.51,0.07
2019-07-05 02:00:00,0.0,32.43,1.6,61.77,0.03
2019-07-05 03:00:00,0.0,32.07,1.82,63.18,0.02
2019-07-05 04:00:00,0.0,31.75,1.94,64.49,0.01
2019-07-05 05:00:00,0.18,32.2,2.51,62.74,0.01
2019-07-05 06:00:00,0.59,34.35,3.26,52.65,0.4
2019-07-05 07:00:00,1.08,36.03,3.56,47.04,0.47
2019-07-05 08:00:00,1.6,37.34,3.55,43.82,12.71
2019-07-05 09:00:00,2.64,38.35,3.5,41.9,22.39
2019-07-05 10:00:00,2.87,38.96,3.43,41.23,32.49
2019-07-05 11:00:00,2.73,39.06,3.25,41.93,38.94
2019-07-05 12:00:00,2.45,38.54,2.88,44.21,37.57
2019-07-05 13:00:00,2.32,38.21,2.48,46.16,40.01
2019-07-05 14:00:00,1.61,37.59,2.09,48.63,40.31
2019-07-05 15:00:00,0.95,36.82,1.78,51.92,33.24
2019-07-05 16:00:00,0.55,36.26,1.21,57.09,39.25
2019-07-05 17:00:00,0.2,35.7,1.2,57.78,28.71
2019-07-05 18:00:00,0.01,34.98,1.03,61.49,11.97
2019-07-05 19:00:00,0.0,34.69,0.8,62.9,9.64
2019-07-05 20:00:00,0.0,34.33,0.75,63.3,14.6
2019-07-05 21:00:00,0.0,33.6,0.86,67.05,18.09
2019-07-05 22:00:00,0.0,32.58,1.08,73.34,19.88
2019-07-05 23:00:00,0.0,31.61,1.41,77.73,32.05
2019-07-06 00:00:00,0.0,30.69,1.87,82.69,44.17
2019-07-06 01:00:00,0.0,29.82,2.46,87.66,40.1
2019-07-06 02:00:00,0.0,29.25,2.76,91.28,27.58
2019-07-06 03:00:00,0.0,28.99,2.87,92.81,21.88
2019-07-06 04:00:00,0.0,28.81,2.89,93.32,26.75
2019-07-06 05:00:00,0.08,28.98,3.17,91.7,42.72
2019-07-06 06:00:00,0.25,30.01,3.45,85.86,74.61
2019-07-06 07:00:00,0.48,31.36,3.57,79.62,107.03
2019-07-06 08:00:00,1.04,32.68,3.6,73.54,51.81
2019-07-06 09:00:00,1.34,33.74,3.64,66.78,50.12
2019-07-06 10:00:00,1.8,34.46,3.53,61.82,42.5
2019-07-06 11:00:00,1.51,35.16,3.31,58.0,39.02
2019-07-06 12:00:00,1.48,35.52,2.87,55.83,34.13
2019-07-06 13:00:00,1.64,35.68,2.37,54.75,26.23
2019-07-06 14:00:00,0.83,35.43,1.96,54.9,22.1
2019-07-06 15:00:00,0.22,34.93,1.63,56.2,18.5
2019-07-06 16:00:00,0.13,34.16,1.19,59.71,7.41
2019-07-06 17:00:00,0.06,33.53,0.85,62.43,3.08
2019-07-06 18:00:00,0.01,32.68,0.5,66.49,2.01
2019-07-06 19:00:00,0.0,32.12,0.46,72.43,1.79
2019-07-06 20:00:00,0.0,31.61,0.44,76.15,2.63
2019-07-06 21:00:00,0.0,31.22,0.48,76.68,4.35
2019-07-06 22:00:00,0.0,30.81,0.5,77.78,11.17
2019-07-06 23:00:00,0.0,30.4,0.46,80.07,14.21
2019-07-07 00:00:00,0.0,30.03,0.41,82.05,17.38
2019-07-07 01:00:00,0.0,29.83,0.45,79.36,14.41
2019-07-07 02:00:00,0.0,29.65,0.41,77.54,11.32
2019-07-07 03:00:00,0.0,29.62,0.34,76.67,8.29
2019-07-07 04:00:00,0.0,29.5,0.22,77.02,3.89
2019-07-07 05:00:00,0.18,30.18,0.33,72.55,7.26
2019-07-07 06:00:00,0.59,31.59,0.54,65.09,18.33
2019-07-07 07:00:00,1.1,32.87,0.63,59.84,21.57
2019-07-07 08:00:00,1.66,34.02,0.72,55.81,11.57
2019-07-07 09:00:00,1.99,35.16,0.84,52.23,14.99
2019-07-07 10:00:00,2.19,36.13,0.96,49.66,20.85
2019-07-07 11:00:00,2.18,36.64,1.0,48.42,25.42
2019-07-07 12:00:00,1.84,36.93,0.98,47.62,25.99
2019-07-07 13:00:00,0.39,37.01,0.89,47.39,29.4
2019-07-07 14:00:00,0.18,36.62,0.98,48.56,27.57
2019-07-07 15:00:00,0.15,35.84,1.43,51.1,24.24
2019-07-07 16:00:00,0.09,34.77,1.88,55.62,18.95
2019-07-07 17:00:00,0.04,33.36,2.02,62.58,14.24
2019-07-07 18:00:00,0.0,31.47,2.06,73.33,11.04
2019-07-07 19:00:00,0.0,30.37,2.63,78.21,8.99
2019-07-07 20:00:00,0.0,29.65,2.64,82.81,10.72
